cluster,n_customers,deposit_yes_rate,age,balance,duration,campaign,pdays,previous
0,1823,0.8535381239714755,40.77290181020296,1578.8853538123972,973.9895776193089,2.398793198025233,8.752057048820625,0.1437191442676906
1,6787,0.3269485781641373,41.15500221010756,1432.3848533961987,230.8373360836894,2.190658612052453,5.048769706792397,0.107263886842493
2,315,0.2126984126984127,40.49523809523809,1446.9238095238095,246.55555555555554,14.117460317460317,0.5428571428571428,0.0380952380952381
3,2237,0.6468484577559231,41.943227536879746,1790.7295485024586,327.33750558784084,1.9271345552078676,233.59767545820296,3.706303084488154
